mountain_no,mountain_name,summit_candidate_id,source_gpx_basename,track_name,candidate_ele_m,mountain_elevation_m,elevation_diff_m,location_refined_candidate_score,location_refined_rank_for_mountain,location_refined_rank_for_summit_candidate,score_gap_to_next_candidate,mutual_top1,mutual_top3,confidence,review_priority,compact_review_priority,review_bucket,location_refinement_level,csv_municipality,csv_island,matched_terms,nearest_display_name,review_reason_codes,review_priority_reason_codes,compact_review_reason_codes,notes
51,中坂山,summit-candidate:452c10a1db199870,yamap_2022-03-20_07_06.gpx,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,76.83333333333333,98,21.17,0.7365,1,1,0,true,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"吉藤四丁目, 谷町, 松山市, 愛媛県, 791-8004, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=中坂山(#51); candidate=summit-candidate:452c10a1db199870; ref_score=0.7365; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
51,中坂山,summit-candidate:c2c9094225d1da63,yamap_2022-03-20_07_06.gpx,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,87.11000000000001,98,10.89,0.7365,2,1,0.102,false,true,medium,medium,high,check_close_alternatives,exact_municipality_match,松山市,,松山市,"谷町, 松山市, 愛媛県, 791-8004, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,small_score_gap,mountain=中坂山(#51); candidate=summit-candidate:c2c9094225d1da63; ref_score=0.7365; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
51,中坂山,summit-candidate:5aff666aa93b3a17,yamap_2022-03-20_07_06.gpx,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,181.12,98,83.12,0.6345,3,5,0,false,false,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"平田町, 松山市, 愛媛県, 791-8004, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_candidate_for_multiple_mountains,shared_candidate,mountain=中坂山(#51); candidate=summit-candidate:5aff666aa93b3a17; ref_score=0.6345; ref_rank=3; loc_level=exact_municipality_match; priority=high; priority_reasons=top_candidate_for_multiple_mountains
52,天神山,summit-candidate:452c10a1db199870,yamap_2022-03-20_07_06.gpx,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,76.83333333333333,47,29.83,0.7365,1,2,0.051,false,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"吉藤四丁目, 谷町, 松山市, 愛媛県, 791-8004, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=天神山(#52); candidate=summit-candidate:452c10a1db199870; ref_score=0.7365; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
52,天神山,summit-candidate:c2c9094225d1da63,yamap_2022-03-20_07_06.gpx,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,87.11000000000001,47,40.11,0.6855,2,2,0.051,false,true,medium,medium,low,low_priority,exact_municipality_match,松山市,,松山市,"谷町, 松山市, 愛媛県, 791-8004, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=天神山(#52); candidate=summit-candidate:c2c9094225d1da63; ref_score=0.6855; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
52,天神山,summit-candidate:543b4550a3ef3e87,yamap_2022-02-15_10_36.gpx,天神山・御幸寺山,195.11333333333334,47,148.11,0.6345,3,3,0,false,true,medium,medium,low,low_priority,exact_municipality_match,松山市,,松山市,"祝谷六丁目, 祝谷西町, 松山市, 愛媛県, 790-0833, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=天神山(#52); candidate=summit-candidate:543b4550a3ef3e87; ref_score=0.6345; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
53,室岡山,summit-candidate:452c10a1db199870,yamap_2022-03-20_07_06.gpx,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,76.83333333333333,42,34.83,0.6855,1,3,0,false,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"吉藤四丁目, 谷町, 松山市, 愛媛県, 791-8004, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=室岡山(#53); candidate=summit-candidate:452c10a1db199870; ref_score=0.6855; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
53,室岡山,summit-candidate:c2c9094225d1da63,yamap_2022-03-20_07_06.gpx,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,87.11000000000001,42,45.11,0.6855,2,3,0.051,false,true,medium,medium,high,check_close_alternatives,exact_municipality_match,松山市,,松山市,"谷町, 松山市, 愛媛県, 791-8004, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,small_score_gap,mountain=室岡山(#53); candidate=summit-candidate:c2c9094225d1da63; ref_score=0.6855; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
53,室岡山,summit-candidate:5aff666aa93b3a17,yamap_2022-03-20_07_06.gpx,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,181.12,42,139.12,0.6345,3,7,0,false,false,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"平田町, 松山市, 愛媛県, 791-8004, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_candidate_for_multiple_mountains,shared_candidate,mountain=室岡山(#53); candidate=summit-candidate:5aff666aa93b3a17; ref_score=0.6345; ref_rank=3; loc_level=exact_municipality_match; priority=high; priority_reasons=top_candidate_for_multiple_mountains
54,潮見山,summit-candidate:3259dfe3d9ce60c5,yamap_2022-03-23_07_38.gpx,明神山・潮見山,152.25333333333333,123,29.25,0.7365,1,2,0.051,false,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"平井町, 松山市, 愛媛県, 791-0243, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=潮見山(#54); candidate=summit-candidate:3259dfe3d9ce60c5; ref_score=0.7365; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
54,潮見山,summit-candidate:452c10a1db199870,yamap_2022-03-20_07_06.gpx,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,76.83333333333333,123,46.17,0.6855,2,4,0,false,false,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"吉藤四丁目, 谷町, 松山市, 愛媛県, 791-8004, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_candidate_for_multiple_mountains,shared_candidate,mountain=潮見山(#54); candidate=summit-candidate:452c10a1db199870; ref_score=0.6855; ref_rank=2; loc_level=exact_municipality_match; priority=high; priority_reasons=top_candidate_for_multiple_mountains
54,潮見山,summit-candidate:c2c9094225d1da63,yamap_2022-03-20_07_06.gpx,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,87.11000000000001,123,35.89,0.6855,3,4,0.051,false,false,medium,medium,low,low_priority,exact_municipality_match,松山市,,松山市,"谷町, 松山市, 愛媛県, 791-8004, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=潮見山(#54); candidate=summit-candidate:c2c9094225d1da63; ref_score=0.6855; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
55,明神山,summit-candidate:3259dfe3d9ce60c5,yamap_2022-03-23_07_38.gpx,明神山・潮見山,152.25333333333333,161,8.75,0.7875,1,1,0.102,true,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"平井町, 松山市, 愛媛県, 791-0243, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=明神山(#55); candidate=summit-candidate:3259dfe3d9ce60c5; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
55,明神山,summit-candidate:45439217573adfc4,yamap_2022-03-23_07_38.gpx,明神山・潮見山,210.93999999999997,161,49.94,0.6855,2,2,0.1955,false,true,medium,medium,low,low_priority,exact_municipality_match,松山市,,松山市,"北梅本町, 松山市, 愛媛県, 791-0245, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=明神山(#55); candidate=summit-candidate:45439217573adfc4; ref_score=0.6855; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
55,明神山,summit-candidate:084fa7c9e55252dc,yamap_2026-03-11_10_35.gpx,野津子山・軽ノ山,165.84333333333333,161,4.84,0.49,3,8,0,false,false,low,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"祝谷六丁目, 祝谷西町, 松山市, 愛媛県, 790-0833, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate,top_candidate_for_multiple_mountains,shared_candidate,mountain=明神山(#55); candidate=summit-candidate:084fa7c9e55252dc; ref_score=0.49; ref_rank=3; loc_level=exact_municipality_match; priority=high; priority_reasons=top_candidate_for_multiple_mountains
56,潮見山,summit-candidate:45439217573adfc4,yamap_2022-03-23_07_38.gpx,明神山・潮見山,210.93999999999997,214,3.06,0.7875,1,1,0.102,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,松山市,,松山市,"北梅本町, 松山市, 愛媛県, 791-0245, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=潮見山(#56); candidate=summit-candidate:45439217573adfc4; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
56,潮見山,summit-candidate:5aff666aa93b3a17,yamap_2022-03-20_07_06.gpx,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,181.12,214,32.88,0.6855,2,4,0,false,false,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"平田町, 松山市, 愛媛県, 791-8004, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_candidate_for_multiple_mountains,shared_candidate,mountain=潮見山(#56); candidate=summit-candidate:5aff666aa93b3a17; ref_score=0.6855; ref_rank=2; loc_level=exact_municipality_match; priority=high; priority_reasons=top_candidate_for_multiple_mountains
56,潮見山,summit-candidate:5e94c87cc5fcc87b,yamap_2022-03-20_07_06.gpx,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,173.09,214,40.91,0.6855,3,4,0.051,false,false,medium,medium,low,low_priority,exact_municipality_match,松山市,,松山市,"吉藤五丁目, 松山市, 愛媛県, 791-8004, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=潮見山(#56); candidate=summit-candidate:5e94c87cc5fcc87b; ref_score=0.6855; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
57,十門山(十門城址),summit-candidate:a94564816fd4afff,yamap_2022-03-25_12_12.gpx,十門山(十門城址)・ヨソ山,676.7066666666667,683,6.29,0.7875,1,1,0.153,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,東温市,,東温市,"東温市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=十門山(十門城址)(#57); candidate=summit-candidate:a94564816fd4afff; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
57,十門山(十門城址),summit-candidate:555fd1e3be8780dd,yamap_2022-03-25_12_12.gpx,十門山(十門城址)・ヨソ山,923.8766666666667,683,240.88,0.6345,2,1,0.324,false,true,medium,medium,low,low_priority,exact_municipality_match,東温市,,東温市,"東温市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=十門山(十門城址)(#57); candidate=summit-candidate:555fd1e3be8780dd; ref_score=0.6345; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
57,十門山(十門城址),summit-candidate:4a22801b12460992,yamap_2026-01-25_07_43.gpx,船ヶ迫岳・鎌倉山,676.61,683,6.39,0.3105,3,7,0,false,false,low,high,high,resolve_conflict,boundary_tolerated_mismatch,東温市,,,"内子町, 喜多郡, 愛媛県, 791-3331, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate|location_mismatch_warning,strong_evidence_with_mismatch|top_candidate_for_multiple_mountains,shared_candidate,"mountain=十門山(十門城址)(#57); candidate=summit-candidate:4a22801b12460992; ref_score=0.3105; ref_rank=3; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch,top_candidate_for_multiple_mountains"
58,ヨソ山,summit-candidate:555fd1e3be8780dd,yamap_2022-03-25_12_12.gpx,十門山(十門城址)・ヨソ山,923.8766666666667,928,4.12,0.608,1,2,0,false,true,medium,high,high,resolve_conflict,boundary_tolerated_mismatch,西条市,,,"東温市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning,top_1_but_ambiguous|strong_evidence_with_mismatch,not_mutual_top1,"mountain=ヨソ山(#58); candidate=summit-candidate:555fd1e3be8780dd; ref_score=0.608; ref_rank=1; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=top_1_but_ambiguous,strong_evidence_with_mismatch"
58,ヨソ山,summit-candidate:7c532ef1be71a4d1,yamap_2022-01-29_08_35.gpx,皿ヶ森・経座ヶ森・ヨソ山,924.7866666666665,928,3.21,0.608,2,3,0.153,false,true,medium,high,high,check_close_alternatives,boundary_tolerated_mismatch,西条市,,,"東温市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning,strong_evidence_with_mismatch,small_score_gap,mountain=ヨソ山(#58); candidate=summit-candidate:7c532ef1be71a4d1; ref_score=0.608; ref_rank=2; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch
58,ヨソ山,summit-candidate:59c561a08189d6b9,yamap_2022-01-29_08_35.gpx,皿ヶ森・経座ヶ森・ヨソ山,630.2399999999999,928,297.76,0.455,3,3,0,false,true,low,high,high,resolve_conflict,boundary_tolerated_mismatch,西条市,,,"松瀬川, 東温市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate|location_mismatch_warning,strong_evidence_with_mismatch|top_candidate_for_multiple_mountains,shared_candidate,"mountain=ヨソ山(#58); candidate=summit-candidate:59c561a08189d6b9; ref_score=0.455; ref_rank=3; loc_level=boundary_tolerated_mismatch; priority=high; priority_reasons=strong_evidence_with_mismatch,top_candidate_for_multiple_mountains"
59,忽那山,summit-candidate:daa8d4127fc92552,yamap_2022-04-06_09_25.gpx,忽那山,42.296666666666674,45,2.7,0.7875,1,1,0.2975,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,松山市,,松山市,"忽那山登山道, 大可賀三丁目, 北吉田町, 松山市, 愛媛県, 791-8057, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=忽那山(#59); candidate=summit-candidate:daa8d4127fc92552; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
